File Name: 03_Sample12_device4_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;10:49:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);Idrain(A);;;Time_100uA (s);IDrain_dark (A);;;Time_100uA (s);IDrain_raw (A);Fit (A);dI_100uA (A);;;Time_200uA_dark (s);IDrain_dark(A);;Time_200_raw(s);IDrain_raw(A);;;;Time_400uA_raw (s);IDrain_raw(A);Fit (A);dI (A);;Time_400uA_dark (s);;;;Time_500uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_500uA_dark (s);;;;Time_300uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_300uA_dark (s);
9.50E+05;1.00E+00;3.11E-07;5.00E+01;1.58E-10;;;950.00;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.51E+05;1.00E+00;3.10E-07;5.00E+01;1.38E-10;;;950.50;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.51E+05;1.00E+00;3.09E-07;5.00E+01;1.36E-10;;;951.00;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.52E+05;1.00E+00;3.09E-07;5.00E+01;1.69E-10;;;951.50;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.52E+05;1.00E+00;3.07E-07;5.00E+01;1.65E-10;;;952.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.53E+05;1.00E+00;3.03E-07;5.00E+01;1.48E-10;;;952.50;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.53E+05;1.00E+00;3.06E-07;5.00E+01;1.68E-10;;;953.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.54E+05;1.00E+00;3.06E-07;5.00E+01;1.48E-10;;;953.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.54E+05;1.00E+00;3.03E-07;5.00E+01;1.36E-10;;;954.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.55E+05;1.00E+00;3.06E-07;5.00E+01;1.76E-10;;;954.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.55E+05;1.00E+00;3.07E-07;5.00E+01;1.67E-10;;;955.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.56E+05;1.00E+00;3.07E-07;5.00E+01;1.64E-10;;;955.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.56E+05;1.00E+00;3.06E-07;5.00E+01;1.62E-10;;;956.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.57E+05;1.00E+00;3.07E-07;5.00E+01;1.59E-10;;;956.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.57E+05;1.00E+00;3.07E-07;5.00E+01;1.57E-10;;;957.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.58E+05;1.00E+00;3.06E-07;5.00E+01;1.58E-10;;;957.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.58E+05;1.00E+00;3.05E-07;5.00E+01;1.57E-10;;;958.00;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.59E+05;1.00E+00;3.08E-07;5.00E+01;1.55E-10;;;958.50;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.59E+05;1.00E+00;3.07E-07;5.00E+01;1.56E-10;;;959.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.60E+05;1.00E+00;3.06E-07;5.00E+01;1.57E-10;;;959.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.60E+05;1.00E+00;3.07E-07;5.00E+01;1.56E-10;;;960.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.61E+05;1.00E+00;3.04E-07;5.00E+01;1.32E-10;;;960.50;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.61E+05;1.00E+00;3.04E-07;5.00E+01;1.64E-10;;;961.00;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.62E+05;1.00E+00;3.06E-07;5.00E+01;1.62E-10;;;961.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.62E+05;1.00E+00;3.03E-07;5.00E+01;1.45E-10;;;962.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.63E+05;1.00E+00;3.06E-07;5.00E+01;1.61E-10;;;962.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.63E+05;1.00E+00;3.04E-07;5.00E+01;1.49E-10;;;963.00;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.64E+05;1.00E+00;3.05E-07;5.00E+01;1.59E-10;;;963.50;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.64E+05;1.00E+00;3.03E-07;5.00E+01;1.57E-10;;;964.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.65E+05;1.00E+00;3.03E-07;5.00E+01;1.34E-10;;;964.50;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.65E+05;1.00E+00;3.02E-07;5.00E+01;1.66E-10;;;965.00;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.66E+05;1.00E+00;3.02E-07;5.00E+01;1.65E-10;;;965.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.66E+05;1.00E+00;3.01E-07;5.00E+01;1.63E-10;;;966.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.67E+05;1.00E+00;3.02E-07;5.00E+01;1.59E-10;;;966.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.67E+05;1.00E+00;3.02E-07;5.00E+01;1.62E-10;;;967.00;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.68E+05;1.00E+00;3.01E-07;5.00E+01;1.58E-10;;;967.50;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.68E+05;1.00E+00;3.01E-07;5.00E+01;1.58E-10;;;968.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.69E+05;1.00E+00;3.02E-07;5.00E+01;1.43E-10;;;968.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.69E+05;1.00E+00;2.98E-07;5.00E+01;1.33E-10;;;969.00;2.98E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.70E+05;1.00E+00;2.96E-07;5.00E+01;1.38E-10;;;969.50;2.96E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.70E+05;1.00E+00;2.97E-07;5.00E+01;1.45E-10;;;970.00;2.97E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.71E+05;1.00E+00;2.99E-07;5.00E+01;1.78E-10;;;970.50;2.99E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.71E+05;1.00E+00;3.01E-07;5.00E+01;1.73E-10;;;971.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.72E+05;1.00E+00;3.00E-07;5.00E+01;1.66E-10;;;971.50;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.72E+05;1.00E+00;3.02E-07;5.00E+01;1.63E-10;;;972.00;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.73E+05;1.00E+00;3.01E-07;5.00E+01;1.56E-10;;;972.50;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.73E+05;1.00E+00;3.01E-07;5.00E+01;1.33E-10;;;973.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.74E+05;1.00E+00;3.01E-07;5.00E+01;1.65E-10;;;973.50;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.74E+05;1.00E+00;3.00E-07;5.00E+01;1.64E-10;;;974.00;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.75E+05;1.00E+00;3.01E-07;5.00E+01;1.62E-10;;;974.50;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.75E+05;1.00E+00;3.00E-07;5.00E+01;1.59E-10;;;975.00;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.76E+05;1.00E+00;2.98E-07;5.00E+01;1.58E-10;;;975.50;2.98E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.76E+05;1.00E+00;3.00E-07;5.00E+01;1.58E-10;;;976.00;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.77E+05;1.00E+00;2.98E-07;5.00E+01;1.58E-10;;;976.50;2.98E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.77E+05;1.00E+00;2.97E-07;5.00E+01;1.56E-10;;;977.00;2.97E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.78E+05;1.00E+00;2.98E-07;5.00E+01;1.56E-10;;;977.50;2.98E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.78E+05;1.00E+00;3.01E-07;5.00E+01;1.54E-10;;;978.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.79E+05;1.00E+00;2.96E-07;5.00E+01;1.35E-10;;;978.50;2.96E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.79E+05;1.00E+00;2.96E-07;5.00E+01;1.42E-10;;;979.00;2.96E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.80E+05;1.00E+00;2.95E-07;5.00E+01;1.69E-10;;;979.50;2.95E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.80E+05;1.00E+00;2.96E-07;5.00E+01;1.53E-10;;;980.00;2.96E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.81E+05;1.00E+00;2.96E-07;5.00E+01;1.64E-10;;;980.50;2.96E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.81E+05;1.00E+00;2.95E-07;5.00E+01;1.61E-10;;;981.00;2.95E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.82E+05;1.00E+00;2.94E-07;5.00E+01;1.37E-10;;;981.50;2.94E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.82E+05;1.00E+00;2.92E-07;5.00E+01;1.63E-10;;;982.00;2.92E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.83E+05;1.00E+00;2.91E-07;5.00E+01;1.60E-10;;;982.50;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.83E+05;1.00E+00;2.88E-07;5.00E+01;1.38E-10;;;983.00;2.88E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.84E+05;1.00E+00;2.89E-07;5.00E+01;1.62E-10;;;983.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.84E+05;1.00E+00;2.90E-07;5.00E+01;1.45E-10;;;984.00;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.85E+05;1.00E+00;2.89E-07;5.00E+01;1.37E-10;;;984.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.85E+05;1.00E+00;2.91E-07;5.00E+01;1.72E-10;;;985.00;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.86E+05;1.00E+00;2.91E-07;5.00E+01;1.68E-10;;;985.50;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.86E+05;1.00E+00;2.91E-07;5.00E+01;1.64E-10;;;986.00;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.87E+05;1.00E+00;2.92E-07;5.00E+01;1.61E-10;;;986.50;2.92E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.87E+05;1.00E+00;2.90E-07;5.00E+01;1.59E-10;;;987.00;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.88E+05;1.00E+00;2.89E-07;5.00E+01;1.57E-10;;;987.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.88E+05;1.00E+00;2.90E-07;5.00E+01;1.57E-10;;;988.00;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.89E+05;1.00E+00;2.89E-07;5.00E+01;1.55E-10;;;988.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.89E+05;1.00E+00;2.89E-07;5.00E+01;1.56E-10;;;989.00;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.90E+05;1.00E+00;2.87E-07;5.00E+01;1.54E-10;;;989.50;2.87E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.90E+05;1.00E+00;2.87E-07;5.00E+01;1.55E-10;;;990.00;2.87E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.91E+05;1.00E+00;2.90E-07;5.00E+01;1.43E-10;;;990.50;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.91E+05;1.00E+00;2.91E-07;5.00E+01;1.54E-10;;;991.00;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.92E+05;1.00E+00;2.91E-07;5.00E+01;1.59E-10;;;991.50;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.92E+05;1.00E+00;2.89E-07;5.00E+01;1.34E-10;;;992.00;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.93E+05;1.00E+00;2.89E-07;5.00E+01;1.47E-10;;;992.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.93E+05;1.00E+00;2.88E-07;5.00E+01;1.65E-10;;;993.00;2.88E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.94E+05;1.00E+00;2.89E-07;5.00E+01;1.60E-10;;;993.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.94E+05;1.00E+00;2.91E-07;5.00E+01;1.59E-10;;;994.00;2.91E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.95E+05;1.00E+00;2.90E-07;5.00E+01;1.59E-10;;;994.50;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.95E+05;1.00E+00;2.86E-07;5.00E+01;1.32E-10;;;995.00;2.86E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.96E+05;1.00E+00;2.86E-07;5.00E+01;1.35E-10;;;995.50;2.86E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.96E+05;1.00E+00;2.88E-07;5.00E+01;1.69E-10;;;996.00;2.88E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.97E+05;1.00E+00;2.89E-07;5.00E+01;1.64E-10;;;996.50;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.97E+05;1.00E+00;2.89E-07;5.00E+01;1.61E-10;;;997.00;2.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.98E+05;1.00E+00;2.88E-07;5.00E+01;1.34E-10;;;997.50;2.88E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.98E+05;1.00E+00;2.85E-07;5.00E+01;1.36E-10;;;998.00;2.85E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.99E+05;1.00E+00;2.85E-07;5.00E+01;1.73E-10;;;998.50;2.85E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.99E+05;1.00E+00;2.83E-07;5.00E+01;1.40E-10;;;999.00;2.83E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.82E-07;5.00E+01;1.43E-10;;;999.50;2.82E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.79E-07;5.00E+01;1.46E-10;;;1000.00;2.79E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.78E-07;5.00E+01;1.47E-10;;;1000.50;2.78E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.82E-07;5.00E+01;1.85E-10;;;1001.00;2.82E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.84E-07;5.00E+01;1.74E-10;;;1001.50;2.84E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.84E-07;5.00E+01;1.66E-10;;;1002.00;2.84E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.84E-07;5.00E+01;1.40E-10;;;1002.50;2.84E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.85E-07;5.00E+01;1.69E-10;;;1003.00;2.85E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.84E-07;5.00E+01;1.55E-10;;;1003.50;2.84E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.85E-07;5.00E+01;1.59E-10;;;1004.00;2.85E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00E+06;1.00E+00;2.84E-07;5.00E+01;1.57E-10;;;1004.50;2.84E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;2.85E-07;5.00E+01;1.64E-10;;;1005.00;2.85E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;2.86E-07;5.00E+01;1.62E-10;;;1005.50;2.86E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;2.86E-07;5.00E+01;1.59E-10;;;1006.00;2.86E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;2.46E-07;5.00E+01;1.56E-10;;;1006.50;2.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.52E-07;5.00E+01;1.35E-08;;;1007.00;1.52E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.28E-07;5.00E+01;1.39E-08;;;1007.50;1.28E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.24E-07;5.00E+01;1.41E-08;;;1008.00;1.24E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.23E-07;5.00E+01;1.42E-08;;;1008.50;1.23E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.22E-07;5.00E+01;1.42E-08;;;1009.00;1.22E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.23E-07;5.00E+01;1.42E-08;;;1009.50;1.23E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.26E-07;5.00E+01;1.42E-08;;;1010.00;1.26E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.28E-07;5.00E+01;1.42E-08;;;1010.50;1.28E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.29E-07;5.00E+01;1.42E-08;;;1011.00;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.29E-07;5.00E+01;1.42E-08;;;1011.50;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.23E-07;5.00E+01;1.42E-08;;;1012.00;1.23E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.25E-07;5.00E+01;1.43E-08;;;1012.50;1.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.26E-07;5.00E+01;1.42E-08;;;1013.00;1.26E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.29E-07;5.00E+01;1.43E-08;;;1013.50;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.33E-07;5.00E+01;1.42E-08;;;1014.00;1.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01E+06;1.00E+00;1.29E-07;5.00E+01;1.42E-08;;;1014.50;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;1.30E-07;5.00E+01;1.43E-08;;;1015.00;1.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;1.30E-07;5.00E+01;1.42E-08;;;1015.50;1.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;1.31E-07;5.00E+01;1.42E-08;;;1016.00;1.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;1.40E-07;5.00E+01;1.42E-08;;;1016.50;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;2.21E-07;5.00E+01;1.24E-09;;;1017.00;2.21E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;2.51E-07;5.00E+01;7.77E-10;;;1017.50;2.51E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;2.79E-07;5.00E+01;5.21E-10;;;1018.00;2.79E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;2.95E-07;5.00E+01;3.48E-10;;;1018.50;2.95E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.03E-07;5.00E+01;2.58E-10;;;1019.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
