File Name: 12_Sample14_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;13:29:38;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);;Time_500uA (s);IDrain_dark (A);;Time_500uA (s);IDrain_raw (A);Fit (A);dI (A)
3.61E+05;1.00E+00;1.42E-09;5.00E+01;1.34E-10;;;;361.00;1.42E-09;;;;;;;;
3.62E+05;1.00E+00;1.38E-09;5.00E+01;1.36E-10;;;;361.50;1.38E-09;;;;;;;;
3.62E+05;1.00E+00;1.33E-09;5.00E+01;1.37E-10;;;;362.00;1.33E-09;;;;;;;;
3.63E+05;1.00E+00;1.29E-09;5.00E+01;1.38E-10;;;;362.50;1.29E-09;;;;;;;;
3.63E+05;1.00E+00;1.27E-09;5.00E+01;1.39E-10;;;;363.00;1.27E-09;;;;;;;;
3.64E+05;1.00E+00;1.25E-09;5.00E+01;1.40E-10;;;;363.50;1.25E-09;;;;;;;;
3.64E+05;1.00E+00;1.25E-09;5.00E+01;1.41E-10;;;;364.00;1.25E-09;;;;;;;;
3.65E+05;1.00E+00;1.24E-09;5.00E+01;1.42E-10;;;;364.50;1.24E-09;;;;;;;;
3.65E+05;1.00E+00;1.24E-09;5.00E+01;1.42E-10;;;;365.00;1.24E-09;;;;;;;;
3.66E+05;1.00E+00;1.22E-09;5.00E+01;1.39E-10;;;;365.50;1.22E-09;;;;;;;;
3.66E+05;1.00E+00;1.24E-09;5.00E+01;1.41E-10;;;;366.00;1.24E-09;;;;;;;;
3.67E+05;1.00E+00;1.24E-09;5.00E+01;1.41E-10;;;;366.50;1.24E-09;;;;;;;;
3.67E+05;1.00E+00;1.25E-09;5.00E+01;1.40E-10;;;;367.00;1.25E-09;;;;;;;;
3.68E+05;1.00E+00;1.24E-09;5.00E+01;1.41E-10;;;;367.50;1.24E-09;;;;;;;;
3.68E+05;1.00E+00;1.23E-09;5.00E+01;1.40E-10;;;;368.00;1.23E-09;;;;;;;;
3.69E+05;1.00E+00;1.24E-09;5.00E+01;1.41E-10;;;;368.50;1.24E-09;;;;;;;;
3.69E+05;1.00E+00;1.22E-09;5.00E+01;1.42E-10;;;;369.00;1.22E-09;;;;;;;;
3.70E+05;1.00E+00;1.20E-09;5.00E+01;1.41E-10;;;;369.50;1.20E-09;;;;;;;;
3.70E+05;1.00E+00;2.21E-09;5.00E+01;2.03E-08;;;;370.00;2.21E-09;;;;;;;;
3.71E+05;1.00E+00;2.23E-09;5.00E+01;2.01E-08;;;;370.50;2.23E-09;;;;;;;;
3.71E+05;1.00E+00;2.19E-09;5.00E+01;2.01E-08;;;;371.00;2.19E-09;;;;;;;;
3.72E+05;1.00E+00;2.15E-09;5.00E+01;2.01E-08;;;;371.50;2.15E-09;;;;;;;;
3.72E+05;1.00E+00;2.10E-09;5.00E+01;2.01E-08;;;;372.00;2.10E-09;;;;;;;;
3.73E+05;1.00E+00;2.05E-09;5.00E+01;2.01E-08;;;;372.50;2.05E-09;;;;;;;;
3.73E+05;1.00E+00;2.11E-09;5.00E+01;2.01E-08;;;;373.00;2.11E-09;;;;;;;;
3.74E+05;1.00E+00;2.12E-09;5.00E+01;2.01E-08;;;;373.50;2.12E-09;;;;;;;;
3.74E+05;1.00E+00;2.09E-09;5.00E+01;2.01E-08;;;;374.00;2.09E-09;;;;;;;;
3.75E+05;1.00E+00;2.14E-09;5.00E+01;2.01E-08;;;;374.50;2.14E-09;;;;;;;;
3.75E+05;1.00E+00;2.09E-09;5.00E+01;2.01E-08;;;;375.00;2.09E-09;;;;;;;;
3.76E+05;1.00E+00;2.20E-09;5.00E+01;2.00E-08;;;;375.50;2.20E-09;;;;;;;;
3.76E+05;1.00E+00;2.14E-09;5.00E+01;2.00E-08;;;;376.00;2.14E-09;;;;;;;;
3.77E+05;1.00E+00;2.14E-09;5.00E+01;2.00E-08;;;;376.50;2.14E-09;;;;;;;;
3.77E+05;1.00E+00;2.16E-09;5.00E+01;2.00E-08;;;;377.00;2.16E-09;;;;;;;;
3.78E+05;1.00E+00;2.12E-09;5.00E+01;2.00E-08;;;;377.50;2.12E-09;;;;;;;;
3.78E+05;1.00E+00;2.10E-09;5.00E+01;2.00E-08;;;;378.00;2.10E-09;;;;;;;;
3.79E+05;1.00E+00;2.08E-09;5.00E+01;2.00E-08;;;;378.50;2.08E-09;;;;;;;;
3.79E+05;1.00E+00;2.04E-09;5.00E+01;2.00E-08;;;;379.00;2.04E-09;;;;;;;;
3.80E+05;1.00E+00;2.08E-09;5.00E+01;2.00E-08;;;;379.50;2.08E-09;;;;;;;;
3.80E+05;1.00E+00;1.53E-09;5.00E+01;6.51E-09;;;;380.00;1.53E-09;;;;;;;;
3.81E+05;1.00E+00;1.37E-09;5.00E+01;1.49E-10;;;;380.50;1.37E-09;;;;;;;;
3.81E+05;1.00E+00;1.30E-09;5.00E+01;1.37E-10;;;;381.00;1.30E-09;;;;;;;;
3.82E+05;1.00E+00;1.26E-09;5.00E+01;1.38E-10;;;;381.50;1.26E-09;;;;;;;;
3.82E+05;1.00E+00;1.22E-09;5.00E+01;1.40E-10;;;;382.00;1.22E-09;;;;;;;;
3.83E+05;1.00E+00;1.20E-09;5.00E+01;1.40E-10;;;;382.50;1.20E-09;;;;;;;;
3.83E+05;1.00E+00;1.18E-09;5.00E+01;1.39E-10;;;;383.00;1.18E-09;;;;;;;;
3.84E+05;1.00E+00;1.16E-09;5.00E+01;1.41E-10;;;;383.50;1.16E-09;;;;;;;;
3.84E+05;1.00E+00;1.15E-09;5.00E+01;1.40E-10;;;;384.00;1.15E-09;;;;;;;;
3.85E+05;1.00E+00;1.17E-09;5.00E+01;1.40E-10;;;;384.50;1.17E-09;;;;;;;;
3.85E+05;1.00E+00;1.16E-09;5.00E+01;1.41E-10;;;;385.00;1.16E-09;;;;;;;;
3.86E+05;1.00E+00;1.16E-09;5.00E+01;1.38E-10;;;;385.50;1.16E-09;;;;;;;;
3.86E+05;1.00E+00;1.14E-09;5.00E+01;1.32E-10;;;;386.00;1.14E-09;;;;;;;;
3.87E+05;1.00E+00;1.14E-09;5.00E+01;1.27E-10;;;;386.50;1.14E-09;;;;;;;;
3.87E+05;1.00E+00;1.14E-09;5.00E+01;1.22E-10;;;;387.00;1.14E-09;;;;;;;;
3.88E+05;1.00E+00;1.13E-09;5.00E+01;1.20E-10;;;;387.50;1.13E-09;;;;;;;;
3.88E+05;1.00E+00;1.13E-09;5.00E+01;1.21E-10;;;;388.00;1.13E-09;;;;;;;;
3.89E+05;1.00E+00;1.13E-09;5.00E+01;1.20E-10;;;;388.50;1.13E-09;;;;;;;;
3.89E+05;1.00E+00;1.13E-09;5.00E+01;1.19E-10;;;;389.00;1.13E-09;;;;;;;;
3.90E+05;1.00E+00;1.14E-09;5.00E+01;1.21E-10;;;;389.50;1.14E-09;;;;;;;;
3.90E+05;1.00E+00;1.12E-09;5.00E+01;1.22E-10;;;;390.00;1.12E-09;;;;;;;;
3.91E+05;1.00E+00;1.12E-09;5.00E+01;1.21E-10;;;;390.50;1.12E-09;;;;;;;;
3.91E+05;1.00E+00;1.13E-09;5.00E+01;1.21E-10;;;;391.00;1.13E-09;;;;;;;;
3.92E+05;1.00E+00;1.12E-09;5.00E+01;1.21E-10;;;;391.50;1.12E-09;;;;;;;;
3.92E+05;1.00E+00;1.10E-09;5.00E+01;1.21E-10;;;;392.00;1.10E-09;;;;;;;;
3.93E+05;1.00E+00;1.09E-09;5.00E+01;1.20E-10;;;;392.50;1.09E-09;;;;;;;;
3.93E+05;1.00E+00;1.11E-09;5.00E+01;1.21E-10;;;;393.00;1.11E-09;;;;;;;;
3.94E+05;1.00E+00;1.10E-09;5.00E+01;1.19E-10;;;;393.50;1.10E-09;;;;;;;;
3.94E+05;1.00E+00;1.11E-09;5.00E+01;1.21E-10;;;;394.00;1.11E-09;;;;;;;;
3.95E+05;1.00E+00;1.09E-09;5.00E+01;1.22E-10;;;;394.50;1.09E-09;;;;;;;;
3.95E+05;1.00E+00;1.07E-09;5.00E+01;1.22E-10;;;;395.00;1.07E-09;;;;;;;;
3.96E+05;1.00E+00;1.07E-09;5.00E+01;1.22E-10;;;;395.50;1.07E-09;;;;;;;;
3.96E+05;1.00E+00;1.06E-09;5.00E+01;1.23E-10;;;;396.00;1.06E-09;;;;;;;;
3.97E+05;1.00E+00;1.06E-09;5.00E+01;1.22E-10;;;;396.50;1.06E-09;;;;;;;;
3.97E+05;1.00E+00;1.04E-09;5.00E+01;1.22E-10;;;;397.00;1.04E-09;;;;;;;;
3.98E+05;1.00E+00;1.02E-09;5.00E+01;1.22E-10;;;;397.50;1.02E-09;;;;;;;;
3.98E+05;1.00E+00;1.01E-09;5.00E+01;1.23E-10;;;;398.00;1.01E-09;;;;;;;;
3.99E+05;1.00E+00;1.01E-09;5.00E+01;1.23E-10;;;;398.50;1.01E-09;;;;;;;;
3.99E+05;1.00E+00;9.85E-10;5.00E+01;1.22E-10;;;;399.00;9.85E-10;;;;;;;;
4.00E+05;1.00E+00;9.88E-10;5.00E+01;1.20E-10;;;;399.50;9.88E-10;;;;;;;;
4.00E+05;1.00E+00;9.95E-10;5.00E+01;1.21E-10;;;;400.00;9.95E-10;;;;;;;;
4.01E+05;1.00E+00;9.73E-10;5.00E+01;1.21E-10;;;;400.50;9.73E-10;;;;;;;;
4.01E+05;1.00E+00;9.74E-10;5.00E+01;1.21E-10;;;;401.00;9.74E-10;;;;;;;;
4.02E+05;1.00E+00;9.72E-10;5.00E+01;1.22E-10;;;;401.50;9.72E-10;;;;;;;;
4.02E+05;1.00E+00;9.65E-10;5.00E+01;1.21E-10;;;;402.00;9.65E-10;;;;;;;;
4.03E+05;1.00E+00;9.80E-10;5.00E+01;1.21E-10;;;;402.50;9.80E-10;;;;;;;;
4.03E+05;1.00E+00;9.75E-10;5.00E+01;1.22E-10;;;;403.00;9.75E-10;;;;;;;;
4.04E+05;1.00E+00;9.64E-10;5.00E+01;1.21E-10;;;;403.50;9.64E-10;;;;;;;;
4.04E+05;1.00E+00;9.60E-10;5.00E+01;1.21E-10;;;;404.00;9.60E-10;;;;;;;;
4.05E+05;1.00E+00;9.54E-10;5.00E+01;1.22E-10;;;;404.50;9.54E-10;;;;;;;;
4.05E+05;1.00E+00;9.59E-10;5.00E+01;1.21E-10;;;;405.00;9.59E-10;;;;;;;;
4.06E+05;1.00E+00;9.49E-10;5.00E+01;1.21E-10;;;;405.50;9.49E-10;;;;;;;;
4.06E+05;1.00E+00;9.48E-10;5.00E+01;1.20E-10;;;;406.00;9.48E-10;;;;;;;;
4.07E+05;1.00E+00;9.52E-10;5.00E+01;1.20E-10;;;;406.50;9.52E-10;;;;;;;;
4.07E+05;1.00E+00;9.46E-10;5.00E+01;1.20E-10;;;;407.00;9.46E-10;;;;;;;;
4.08E+05;1.00E+00;9.31E-10;5.00E+01;1.20E-10;;;;407.50;9.31E-10;;;;;;;;
4.08E+05;1.00E+00;9.35E-10;5.00E+01;1.20E-10;;;;408.00;9.35E-10;;;;;;;;
4.09E+05;1.00E+00;9.29E-10;5.00E+01;1.21E-10;;;;408.50;9.29E-10;;;;;;;;
4.09E+05;1.00E+00;9.56E-10;5.00E+01;1.20E-10;;;;409.00;9.56E-10;;;;;;;;
4.10E+05;1.00E+00;1.89E-09;5.00E+01;1.71E-08;;;;409.50;1.89E-09;;;;;;;;
4.10E+05;1.00E+00;1.89E-09;5.00E+01;1.71E-08;;;;410.00;1.89E-09;;;;;;;;
4.11E+05;1.00E+00;1.88E-09;5.00E+01;1.71E-08;;;;410.50;1.88E-09;;;;;;;;
4.11E+05;1.00E+00;1.90E-09;5.00E+01;1.70E-08;;;;411.00;1.90E-09;;;;;;;;
4.12E+05;1.00E+00;1.92E-09;5.00E+01;1.70E-08;;;;411.50;1.92E-09;;;;;;;;
4.12E+05;1.00E+00;1.88E-09;5.00E+01;1.70E-08;;;;412.00;1.88E-09;;;;;;;;
4.13E+05;1.00E+00;1.87E-09;5.00E+01;1.70E-08;;;;412.50;1.87E-09;;;;;;;;
4.13E+05;1.00E+00;1.86E-09;5.00E+01;1.70E-08;;;;413.00;1.86E-09;;;;;;;;
4.14E+05;1.00E+00;1.84E-09;5.00E+01;1.70E-08;;;;413.50;1.84E-09;;;;;;;;
4.14E+05;1.00E+00;1.93E-09;5.00E+01;1.70E-08;;;;414.00;1.93E-09;;;;;;;;
4.15E+05;1.00E+00;1.97E-09;5.00E+01;1.69E-08;;;;414.50;1.97E-09;;;;;;;;
4.15E+05;1.00E+00;1.92E-09;5.00E+01;1.69E-08;;;;415.00;1.92E-09;;;;;;;;
4.16E+05;1.00E+00;1.91E-09;5.00E+01;1.69E-08;;;;415.50;1.91E-09;;;;;;;;
4.16E+05;1.00E+00;1.89E-09;5.00E+01;1.69E-08;;;;416.00;1.89E-09;;;;;;;;
4.17E+05;1.00E+00;1.89E-09;5.00E+01;1.69E-08;;;;416.50;1.89E-09;;;;;;;;
4.17E+05;1.00E+00;1.89E-09;5.00E+01;1.69E-08;;;;417.00;1.89E-09;;;;;;;;
4.18E+05;1.00E+00;1.87E-09;5.00E+01;1.69E-08;;;;417.50;1.87E-09;;;;;;;;
4.18E+05;1.00E+00;1.83E-09;5.00E+01;1.69E-08;;;;418.00;1.83E-09;;;;;;;;
4.19E+05;1.00E+00;1.83E-09;5.00E+01;1.69E-08;;;;418.50;1.83E-09;;;;;;;;
4.19E+05;1.00E+00;1.79E-09;5.00E+01;1.68E-08;;;;419.00;1.79E-09;;;;;;;;
4.20E+05;1.00E+00;1.19E-09;5.00E+01;2.94E-10;;;;419.50;1.19E-09;;;;;;;;
4.20E+05;1.00E+00;1.08E-09;5.00E+01;1.20E-10;;;;420.00;1.08E-09;;;;;;;;
4.21E+05;1.00E+00;1.03E-09;5.00E+01;1.14E-10;;;;420.50;1.03E-09;;;;;;;;
4.21E+05;1.00E+00;9.94E-10;5.00E+01;1.14E-10;;;;421.00;9.94E-10;;;;;;;;
4.22E+05;1.00E+00;9.74E-10;5.00E+01;1.16E-10;;;;421.50;9.74E-10;;;;;;;;
4.22E+05;1.00E+00;9.37E-10;5.00E+01;1.18E-10;;;;422.00;9.37E-10;;;;;;;;
4.23E+05;1.00E+00;9.19E-10;5.00E+01;1.18E-10;;;;422.50;9.19E-10;;;;;;;;
4.23E+05;1.00E+00;9.06E-10;5.00E+01;1.19E-10;;;;423.00;9.06E-10;;;;;;;;
4.24E+05;1.00E+00;8.82E-10;5.00E+01;1.20E-10;;;;423.50;8.82E-10;;;;;;;;
4.24E+05;1.00E+00;8.88E-10;5.00E+01;1.19E-10;;;;424.00;8.88E-10;;;;;;;;
4.25E+05;1.00E+00;8.88E-10;5.00E+01;1.21E-10;;;;424.50;8.88E-10;;;;;;;;
4.25E+05;1.00E+00;8.92E-10;5.00E+01;1.21E-10;;;;425.00;8.92E-10;;;;;;;;
4.26E+05;1.00E+00;8.88E-10;5.00E+01;1.22E-10;;;;425.50;8.88E-10;;;;;;;;
4.26E+05;1.00E+00;8.81E-10;5.00E+01;1.21E-10;;;;426.00;8.81E-10;;;;;;;;
4.27E+05;1.00E+00;8.87E-10;5.00E+01;1.21E-10;;;;426.50;8.87E-10;;;;;;;;
4.27E+05;1.00E+00;8.79E-10;5.00E+01;1.22E-10;;;;427.00;8.79E-10;;;;;;;;
4.28E+05;1.00E+00;8.63E-10;5.00E+01;1.22E-10;;;;427.50;8.63E-10;;;;;;;;
4.28E+05;1.00E+00;8.83E-10;5.00E+01;1.21E-10;;;;428.00;8.83E-10;;;;;;;;
4.29E+05;1.00E+00;8.67E-10;5.00E+01;1.21E-10;;;;428.50;8.67E-10;;;;;;;;
4.29E+05;1.00E+00;8.62E-10;5.00E+01;1.22E-10;;;;429.00;8.62E-10;;;;;;;;
4.30E+05;1.00E+00;1.70E-09;5.00E+01;1.70E-08;;;;429.50;1.70E-09;;;;;;;;
4.30E+05;1.00E+00;1.68E-09;5.00E+01;1.69E-08;;;;430.00;1.68E-09;;;;;;;;
4.31E+05;1.00E+00;1.65E-09;5.00E+01;1.69E-08;;;;430.50;1.65E-09;;;;;;;;
4.31E+05;1.00E+00;1.66E-09;5.00E+01;1.69E-08;;;;431.00;1.66E-09;;;;;;;;
4.32E+05;1.00E+00;1.66E-09;5.00E+01;1.69E-08;;;;431.50;1.66E-09;;;;;;;;
4.32E+05;1.00E+00;1.65E-09;5.00E+01;1.69E-08;;;;432.00;1.65E-09;;;;;;;;
4.33E+05;1.00E+00;1.63E-09;5.00E+01;1.69E-08;;;;432.50;1.63E-09;;;;;;;;
4.33E+05;1.00E+00;1.61E-09;5.00E+01;1.69E-08;;;;433.00;1.61E-09;;;;;;;;
4.34E+05;1.00E+00;1.66E-09;5.00E+01;1.69E-08;;;;433.50;1.66E-09;;;;;;;;
4.34E+05;1.00E+00;1.66E-09;5.00E+01;1.69E-08;;;;434.00;1.66E-09;;;;;;;;
4.35E+05;1.00E+00;1.61E-09;5.00E+01;1.69E-08;;;;434.50;1.61E-09;;;;;;;;
4.35E+05;1.00E+00;1.60E-09;5.00E+01;1.68E-08;;;;435.00;1.60E-09;;;;;;;;
4.36E+05;1.00E+00;1.62E-09;5.00E+01;1.68E-08;;;;435.50;1.62E-09;;;;;;;;
4.36E+05;1.00E+00;1.62E-09;5.00E+01;1.68E-08;;;;436.00;1.62E-09;;;;;;;;
4.37E+05;1.00E+00;1.62E-09;5.00E+01;1.68E-08;;;;436.50;1.62E-09;;;;;;;;
4.37E+05;1.00E+00;1.61E-09;5.00E+01;1.68E-08;;;;437.00;1.61E-09;;;;;;;;
4.38E+05;1.00E+00;1.58E-09;5.00E+01;1.68E-08;;;;437.50;1.58E-09;;;;;;;;
4.38E+05;1.00E+00;1.59E-09;5.00E+01;1.68E-08;;;;438.00;1.59E-09;;;;;;;;
4.39E+05;1.00E+00;1.58E-09;5.00E+01;1.68E-08;;;;438.50;1.58E-09;;;;;;;;
4.39E+05;1.00E+00;1.57E-09;5.00E+01;1.68E-08;;;;439.00;1.57E-09;;;;;;;;
4.40E+05;1.00E+00;1.01E-09;5.00E+01;3.67E-10;;;;439.50;1.01E-09;;;;;;;;
4.40E+05;1.00E+00;9.37E-10;5.00E+01;1.24E-10;;;;440.00;9.37E-10;;;;;;;;
4.41E+05;1.00E+00;8.88E-10;5.00E+01;1.15E-10;;;;440.50;8.88E-10;;;;;;;;
4.41E+05;1.00E+00;8.60E-10;5.00E+01;1.16E-10;;;;441.00;8.60E-10;;;;;;;;
4.42E+05;1.00E+00;8.32E-10;5.00E+01;1.16E-10;;;;441.50;8.32E-10;;;;;;;;
4.42E+05;1.00E+00;8.25E-10;5.00E+01;1.17E-10;;;;442.00;8.25E-10;;;;;;;;
4.43E+05;1.00E+00;8.29E-10;5.00E+01;1.17E-10;;;;442.50;8.29E-10;;;;;;;;
4.43E+05;1.00E+00;8.26E-10;5.00E+01;1.18E-10;;;;443.00;8.26E-10;;;;;;;;
4.44E+05;1.00E+00;8.22E-10;5.00E+01;1.18E-10;;;;443.50;8.22E-10;;;;;;;;
4.44E+05;1.00E+00;8.19E-10;5.00E+01;1.19E-10;;;;444.00;8.19E-10;;;;;;;;
4.45E+05;1.00E+00;8.02E-10;5.00E+01;1.21E-10;;;;444.50;8.02E-10;;;;;;;;
4.45E+05;1.00E+00;8.00E-10;5.00E+01;1.20E-10;;;;445.00;8.00E-10;;;;;;;;
4.46E+05;1.00E+00;8.06E-10;5.00E+01;1.21E-10;;;;445.50;8.06E-10;;;;;;;;
4.46E+05;1.00E+00;8.07E-10;5.00E+01;1.20E-10;;;;446.00;8.07E-10;;;;;;;;
4.47E+05;1.00E+00;7.99E-10;5.00E+01;1.20E-10;;;;446.50;7.99E-10;;;;;;;;
4.47E+05;1.00E+00;7.97E-10;5.00E+01;1.22E-10;;;;447.00;7.97E-10;;;;;;;;
4.48E+05;1.00E+00;7.88E-10;5.00E+01;1.21E-10;;;;447.50;7.88E-10;;;;;;;;
4.48E+05;1.00E+00;7.81E-10;5.00E+01;1.21E-10;;;;448.00;7.81E-10;;;;;;;;
4.49E+05;1.00E+00;7.82E-10;5.00E+01;1.21E-10;;;;448.50;7.82E-10;;;;;;;;
4.49E+05;1.00E+00;7.74E-10;5.00E+01;1.20E-10;;;;449.00;7.74E-10;;;;;;;;
4.50E+05;1.00E+00;1.59E-09;5.00E+01;1.69E-08;;;;449.50;1.59E-09;;;;;;;;
4.50E+05;1.00E+00;1.54E-09;5.00E+01;1.69E-08;;;;450.00;1.54E-09;;;;;;;;
4.51E+05;1.00E+00;1.53E-09;5.00E+01;1.69E-08;;;;450.50;1.53E-09;;;;;;;;
4.51E+05;1.00E+00;1.49E-09;5.00E+01;1.69E-08;;;;451.00;1.49E-09;;;;;;;;
4.52E+05;1.00E+00;1.50E-09;5.00E+01;1.69E-08;;;;451.50;1.50E-09;;;;;;;;
4.52E+05;1.00E+00;1.51E-09;5.00E+01;1.68E-08;;;;452.00;1.51E-09;;;;;;;;
4.53E+05;1.00E+00;1.55E-09;5.00E+01;1.68E-08;;;;452.50;1.55E-09;;;;;;;;
4.53E+05;1.00E+00;1.51E-09;5.00E+01;1.68E-08;;;;453.00;1.51E-09;;;;;;;;
4.54E+05;1.00E+00;1.53E-09;5.00E+01;1.68E-08;;;;453.50;1.53E-09;;;;;;;;
4.54E+05;1.00E+00;1.64E-09;5.00E+01;1.68E-08;;;;454.00;1.64E-09;;;;;;;;
4.55E+05;1.00E+00;1.70E-09;5.00E+01;1.68E-08;;;;454.50;1.70E-09;;;;;;;;
4.55E+05;1.00E+00;1.74E-09;5.00E+01;1.68E-08;;;;455.00;1.74E-09;;;;;;;;
4.56E+05;1.00E+00;1.72E-09;5.00E+01;1.68E-08;;;;455.50;1.72E-09;;;;;;;;
4.56E+05;1.00E+00;1.69E-09;5.00E+01;1.68E-08;;;;456.00;1.69E-09;;;;;;;;
4.57E+05;1.00E+00;1.67E-09;5.00E+01;1.68E-08;;;;456.50;1.67E-09;;;;;;;;
4.57E+05;1.00E+00;1.64E-09;5.00E+01;1.67E-08;;;;457.00;1.64E-09;;;;;;;;
4.58E+05;1.00E+00;1.66E-09;5.00E+01;1.67E-08;;;;457.50;1.66E-09;;;;;;;;
4.58E+05;1.00E+00;1.64E-09;5.00E+01;1.67E-08;;;;458.00;1.64E-09;;;;;;;;
4.59E+05;1.00E+00;1.63E-09;5.00E+01;1.67E-08;;;;458.50;1.63E-09;;;;;;;;
4.59E+05;1.00E+00;1.66E-09;5.00E+01;1.67E-08;;;;459.00;1.66E-09;;;;;;;;
4.60E+05;1.00E+00;1.12E-09;5.00E+01;5.64E-10;;;;459.50;1.12E-09;;;;;;;;
4.60E+05;1.00E+00;9.88E-10;5.00E+01;1.23E-10;;;;460.00;9.88E-10;;;;;;;;
4.61E+05;1.00E+00;9.36E-10;5.00E+01;1.14E-10;;;;460.50;9.36E-10;;;;;;;;
4.61E+05;1.00E+00;8.95E-10;5.00E+01;1.15E-10;;;;461.00;8.95E-10;;;;;;;;
4.62E+05;1.00E+00;8.73E-10;5.00E+01;1.15E-10;;;;461.50;8.73E-10;;;;;;;;
4.62E+05;1.00E+00;8.70E-10;5.00E+01;1.16E-10;;;;462.00;8.70E-10;;;;;;;;
4.63E+05;1.00E+00;8.44E-10;5.00E+01;1.16E-10;;;;462.50;8.44E-10;;;;;;;;
4.63E+05;1.00E+00;8.52E-10;5.00E+01;1.18E-10;;;;463.00;8.52E-10;;;;;;;;
4.64E+05;1.00E+00;8.26E-10;5.00E+01;1.17E-10;;;;463.50;8.26E-10;;;;;;;;
4.64E+05;1.00E+00;8.23E-10;5.00E+01;1.17E-10;;;;464.00;8.23E-10;;;;;;;;
4.65E+05;1.00E+00;8.03E-10;5.00E+01;1.18E-10;;;;464.50;8.03E-10;;;;;;;;
4.65E+05;1.00E+00;8.02E-10;5.00E+01;1.19E-10;;;;465.00;8.02E-10;;;;;;;;
4.66E+05;1.00E+00;8.07E-10;5.00E+01;1.18E-10;;;;465.50;8.07E-10;;;;;;;;
4.66E+05;1.00E+00;7.96E-10;5.00E+01;1.18E-10;;;;466.00;7.96E-10;;;;;;;;
4.67E+05;1.00E+00;7.96E-10;5.00E+01;1.18E-10;;;;466.50;7.96E-10;;;;;;;;
4.67E+05;1.00E+00;8.07E-10;5.00E+01;1.19E-10;;;;467.00;8.07E-10;;;;;;;;
4.68E+05;1.00E+00;8.04E-10;5.00E+01;1.20E-10;;;;467.50;8.04E-10;;;;;;;;
4.68E+05;1.00E+00;7.87E-10;5.00E+01;1.20E-10;;;;468.00;7.87E-10;;;;;;;;
4.69E+05;1.00E+00;7.83E-10;5.00E+01;1.20E-10;;;;468.50;7.83E-10;;;;;;;;
4.69E+05;1.00E+00;7.87E-10;5.00E+01;1.18E-10;;;;469.00;7.87E-10;;;;;;;;
4.70E+05;1.00E+00;1.62E-09;5.00E+01;1.68E-08;;;;469.50;1.62E-09;;;;;;;;
4.70E+05;1.00E+00;1.57E-09;5.00E+01;1.68E-08;;;;470.00;1.57E-09;;;;;;;;
4.71E+05;1.00E+00;1.64E-09;5.00E+01;1.68E-08;;;;470.50;1.64E-09;;;;;;;;
4.71E+05;1.00E+00;1.66E-09;5.00E+01;1.68E-08;;;;471.00;1.66E-09;;;;;;;;
4.72E+05;1.00E+00;1.62E-09;5.00E+01;1.68E-08;;;;471.50;1.62E-09;;;;;;;;
4.72E+05;1.00E+00;1.60E-09;5.00E+01;1.68E-08;;;;472.00;1.60E-09;;;;;;;;
4.73E+05;1.00E+00;1.67E-09;5.00E+01;1.68E-08;;;;472.50;1.67E-09;;;;;;;;
4.73E+05;1.00E+00;1.71E-09;5.00E+01;1.67E-08;;;;473.00;1.71E-09;;;;;;;;
4.74E+05;1.00E+00;1.76E-09;5.00E+01;1.67E-08;;;;473.50;1.76E-09;;;;;;;;
4.74E+05;1.00E+00;1.74E-09;5.00E+01;1.67E-08;;;;474.00;1.74E-09;;;;;;;;
4.75E+05;1.00E+00;1.70E-09;5.00E+01;1.67E-08;;;;474.50;1.70E-09;;;;;;;;
4.75E+05;1.00E+00;1.67E-09;5.00E+01;1.67E-08;;;;475.00;1.67E-09;;;;;;;;
4.76E+05;1.00E+00;1.65E-09;5.00E+01;1.67E-08;;;;475.50;1.65E-09;;;;;;;;
4.76E+05;1.00E+00;1.64E-09;5.00E+01;1.67E-08;;;;476.00;1.64E-09;;;;;;;;
4.77E+05;1.00E+00;1.63E-09;5.00E+01;1.67E-08;;;;476.50;1.63E-09;;;;;;;;
4.77E+05;1.00E+00;1.64E-09;5.00E+01;1.67E-08;;;;477.00;1.64E-09;;;;;;;;
4.78E+05;1.00E+00;1.68E-09;5.00E+01;1.67E-08;;;;477.50;1.68E-09;;;;;;;;
4.78E+05;1.00E+00;1.72E-09;5.00E+01;1.67E-08;;;;478.00;1.72E-09;;;;;;;;
4.79E+05;1.00E+00;1.71E-09;5.00E+01;1.67E-08;;;;478.50;1.71E-09;;;;;;;;
4.79E+05;1.00E+00;1.78E-09;5.00E+01;1.67E-08;;;;479.00;1.78E-09;;;;;;;;
4.80E+05;1.00E+00;1.18E-09;5.00E+01;1.69E-09;;;;479.50;1.18E-09;;;;;;;;
