File Name: 05_Sample12_device3_It_150kV_VDrain1V_VGate40V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 21/11/2023;15:10:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);IDrain_without_peaks (A);IGate (A);;;Time_100uA (s);IDrain (A);;;IDrain_fit (A);;delta I (A);;;Time_200uA (s);IDrain (A);Fit (A);delta I (A);;Time_300uA (s);IDrain (A);Fit (A);delta I (A);;Time_400uA (s);IDrain_with_peaks (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_with_peaks (A);Fit (A);delta I (A)
2.68E+05;1.00E+00;1.06E-08;4.00E+01;7.84E-11;;;268;1.06E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.69E+05;1.00E+00;1.04E-08;4.00E+01;7.85E-11;;;268.5;1.04E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.69E+05;1.00E+00;1.05E-08;4.00E+01;7.88E-11;;;269;1.05E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.70E+05;1.00E+00;1.05E-08;4.00E+01;7.91E-11;;;269.5;1.05E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.70E+05;1.00E+00;1.05E-08;4.00E+01;7.95E-11;;;270;1.05E-08;7.95E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.71E+05;1.00E+00;1.04E-08;4.00E+01;7.99E-11;;;270.5;1.04E-08;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.71E+05;1.00E+00;1.03E-08;4.00E+01;8.01E-11;;;271;1.03E-08;8.01E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.72E+05;1.00E+00;1.02E-08;4.00E+01;8.00E-11;;;271.5;1.02E-08;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.72E+05;1.00E+00;1.02E-08;4.00E+01;8.02E-11;;;272;1.02E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.73E+05;1.00E+00;1.01E-08;4.00E+01;8.00E-11;;;272.5;1.01E-08;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.73E+05;1.00E+00;1.02E-08;4.00E+01;7.99E-11;;;273;1.02E-08;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.74E+05;1.00E+00;1.02E-08;4.00E+01;8.00E-11;;;273.5;1.02E-08;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.74E+05;1.00E+00;1.01E-08;4.00E+01;8.04E-11;;;274;1.01E-08;8.04E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.75E+05;1.00E+00;1.01E-08;4.00E+01;8.02E-11;;;274.5;1.01E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.75E+05;1.00E+00;1.01E-08;4.00E+01;7.99E-11;;;275;1.01E-08;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.76E+05;1.00E+00;1.00E-08;4.00E+01;7.96E-11;;;275.5;1.00E-08;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.76E+05;1.00E+00;9.86E-09;4.00E+01;7.98E-11;;;276;9.86E-09;7.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.77E+05;1.00E+00;9.79E-09;4.00E+01;7.99E-11;;;276.5;9.79E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.77E+05;1.00E+00;9.78E-09;4.00E+01;8.00E-11;;;277;9.78E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.78E+05;1.00E+00;9.72E-09;4.00E+01;8.00E-11;;;277.5;9.72E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.78E+05;1.00E+00;9.62E-09;4.00E+01;7.91E-11;;;278;9.62E-09;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.79E+05;1.00E+00;9.50E-09;4.00E+01;7.92E-11;;;278.5;9.50E-09;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.79E+05;1.00E+00;9.54E-09;4.00E+01;7.98E-11;;;279;9.54E-09;7.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.80E+05;1.00E+00;9.50E-09;4.00E+01;8.06E-11;;;279.5;9.50E-09;8.06E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.80E+05;1.00E+00;9.48E-09;4.00E+01;8.06E-11;;;280;9.48E-09;8.06E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.81E+05;1.00E+00;9.49E-09;4.00E+01;8.07E-11;;;280.5;9.49E-09;8.07E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.81E+05;1.00E+00;9.46E-09;4.00E+01;8.06E-11;;;281;9.46E-09;8.06E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.82E+05;1.00E+00;9.38E-09;4.00E+01;8.11E-11;;;281.5;9.38E-09;8.11E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.82E+05;1.00E+00;9.43E-09;4.00E+01;8.13E-11;;;282;9.43E-09;8.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.83E+05;1.00E+00;9.32E-09;4.00E+01;8.11E-11;;;282.5;9.32E-09;8.11E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.83E+05;1.00E+00;9.33E-09;4.00E+01;8.18E-11;;;283;9.33E-09;8.18E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.84E+05;1.00E+00;9.31E-09;4.00E+01;8.25E-11;;;283.5;9.31E-09;8.25E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.84E+05;1.00E+00;9.27E-09;4.00E+01;8.22E-11;;;284;9.27E-09;8.22E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.85E+05;1.00E+00;9.16E-09;4.00E+01;8.20E-11;;;284.5;9.16E-09;8.2E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.85E+05;1.00E+00;9.10E-09;4.00E+01;8.22E-11;;;285;9.10E-09;8.22E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.86E+05;1.00E+00;9.04E-09;4.00E+01;8.13E-11;;;285.5;9.04E-09;8.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.86E+05;1.00E+00;9.04E-09;4.00E+01;8.13E-11;;;286;9.04E-09;8.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.87E+05;1.00E+00;8.98E-09;4.00E+01;8.01E-11;;;286.5;8.98E-09;8.01E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.87E+05;1.00E+00;9.02E-09;4.00E+01;7.99E-11;;;287;9.02E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.88E+05;1.00E+00;8.77E-09;4.00E+01;8.01E-11;;;287.5;8.77E-09;8.01E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.88E+05;1.00E+00;8.80E-09;4.00E+01;8.03E-11;;;288;8.80E-09;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.89E+05;1.00E+00;8.77E-09;4.00E+01;7.97E-11;;;288.5;8.77E-09;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.89E+05;1.00E+00;8.74E-09;4.00E+01;8.00E-11;;;289;8.74E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.90E+05;1.00E+00;8.69E-09;4.00E+01;7.99E-11;;;289.5;8.69E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.90E+05;1.00E+00;8.68E-09;4.00E+01;8.11E-11;;;290;8.68E-09;8.11E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.91E+05;1.00E+00;8.67E-09;4.00E+01;8.11E-11;;;290.5;8.67E-09;8.11E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.91E+05;1.00E+00;8.68E-09;4.00E+01;8.07E-11;;;291;8.68E-09;8.07E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.92E+05;1.00E+00;8.67E-09;4.00E+01;8.08E-11;;;291.5;8.67E-09;8.08E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.92E+05;1.00E+00;8.54E-09;4.00E+01;8.06E-11;;;292;8.54E-09;8.06E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.93E+05;1.00E+00;8.44E-09;4.00E+01;8.09E-11;;;292.5;8.44E-09;8.09E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.93E+05;1.00E+00;8.55E-09;4.00E+01;7.97E-11;;;293;8.55E-09;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.94E+05;1.00E+00;8.49E-09;4.00E+01;7.96E-11;;;293.5;8.49E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.94E+05;1.00E+00;8.57E-09;4.00E+01;7.97E-11;;;294;8.57E-09;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.95E+05;1.00E+00;8.48E-09;4.00E+01;7.96E-11;;;294.5;8.48E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.95E+05;1.00E+00;8.53E-09;4.00E+01;7.98E-11;;;295;8.53E-09;7.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.96E+05;1.00E+00;8.42E-09;4.00E+01;7.99E-11;;;295.5;8.42E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.96E+05;1.00E+00;8.29E-09;4.00E+01;7.96E-11;;;296;8.29E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.97E+05;1.00E+00;8.31E-09;4.00E+01;8.00E-11;;;296.5;8.31E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.97E+05;1.00E+00;8.21E-09;4.00E+01;7.96E-11;;;297;8.21E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.98E+05;1.00E+00;8.10E-09;4.00E+01;7.98E-11;;;297.5;8.10E-09;7.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.98E+05;1.00E+00;8.13E-09;4.00E+01;7.96E-11;;;298;8.13E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.99E+05;1.00E+00;8.17E-09;4.00E+01;8.00E-11;;;298.5;8.17E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.99E+05;1.00E+00;8.13E-09;4.00E+01;8.00E-11;;;299;8.13E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.00E+05;1.00E+00;8.17E-09;4.00E+01;8.03E-11;;;299.5;8.17E-09;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.00E+05;1.00E+00;8.09E-09;4.00E+01;8.04E-11;;;300;8.09E-09;8.04E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.01E+05;1.00E+00;8.13E-09;4.00E+01;8.00E-11;;;300.5;8.13E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.01E+05;1.00E+00;8.14E-09;4.00E+01;8.05E-11;;;301;8.14E-09;8.05E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.02E+05;1.00E+00;8.03E-09;4.00E+01;8.09E-11;;;301.5;8.03E-09;8.09E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.02E+05;1.00E+00;8.09E-09;4.00E+01;8.09E-11;;;302;8.09E-09;8.09E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.03E+05;1.00E+00;7.95E-09;4.00E+01;8.09E-11;;;302.5;7.95E-09;8.09E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.03E+05;1.00E+00;7.93E-09;4.00E+01;8.03E-11;;;303;7.93E-09;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.04E+05;1.00E+00;7.86E-09;4.00E+01;8.07E-11;;;303.5;7.86E-09;8.07E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.04E+05;1.00E+00;7.85E-09;4.00E+01;8.06E-11;;;304;7.85E-09;8.06E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.05E+05;1.00E+00;7.91E-09;4.00E+01;8.00E-11;;;304.5;7.91E-09;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.05E+05;1.00E+00;7.93E-09;4.00E+01;8.02E-11;;;305;7.93E-09;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.06E+05;1.00E+00;7.91E-09;4.00E+01;8.07E-11;;;305.5;7.91E-09;8.07E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.06E+05;1.00E+00;8.03E-09;4.00E+01;8.03E-11;;;306;8.03E-09;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.07E+05;1.00E+00;7.91E-09;4.00E+01;7.96E-11;;;306.5;7.91E-09;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.07E+05;1.00E+00;7.85E-09;4.00E+01;8.01E-11;;;307;7.85E-09;8.01E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.08E+05;1.00E+00;7.90E-09;4.00E+01;7.97E-11;;;307.5;7.90E-09;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.08E+05;1.00E+00;7.74E-09;4.00E+01;7.89E-11;;;308;7.74E-09;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.24E+05;1.00E+00;6.77E-09;4.00E+01;7.56E-11;;;324;6.77E-09;7.56E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.25E+05;1.00E+00;6.78E-09;4.00E+01;7.56E-11;;;324.5;6.78E-09;7.56E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.25E+05;1.00E+00;6.63E-09;4.00E+01;7.59E-11;;;325;6.63E-09;7.59E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.26E+05;1.00E+00;6.66E-09;4.00E+01;7.61E-11;;;325.5;6.66E-09;7.61E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.26E+05;1.00E+00;6.70E-09;4.00E+01;7.63E-11;;;326;6.70E-09;7.63E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.27E+05;1.00E+00;6.67E-09;4.00E+01;7.71E-11;;;326.5;6.67E-09;7.71E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.27E+05;1.00E+00;6.58E-09;4.00E+01;7.75E-11;;;327;6.58E-09;7.75E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.28E+05;1.00E+00;6.54E-09;4.00E+01;7.78E-11;;;327.5;6.54E-09;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.28E+05;1.00E+00;6.54E-09;4.00E+01;7.74E-11;;;328;6.54E-09;7.74E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.29E+05;1.00E+00;6.47E-09;4.00E+01;7.77E-11;;;328.5;6.47E-09;7.77E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.29E+05;1.00E+00;6.48E-09;4.00E+01;7.78E-11;;;329;6.48E-09;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.30E+05;1.00E+00;6.49E-09;4.00E+01;7.83E-11;;;329.5;6.49E-09;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.30E+05;1.00E+00;6.63E-09;4.00E+01;7.85E-11;;;330;6.63E-09;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.31E+05;1.00E+00;6.57E-09;4.00E+01;7.90E-11;;;330.5;6.57E-09;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.44E+05;1.00E+00;5.91E-09;4.00E+01;7.73E-11;;;343.5;5.91E-09;7.73E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.44E+05;1.00E+00;5.97E-09;4.00E+01;7.63E-11;;;344;5.97E-09;7.63E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.45E+05;1.00E+00;5.87E-09;4.00E+01;7.64E-11;;;344.5;5.87E-09;7.64E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.45E+05;1.00E+00;5.86E-09;4.00E+01;7.65E-11;;;345;5.86E-09;7.65E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.46E+05;1.00E+00;5.84E-09;4.00E+01;7.77E-11;;;345.5;5.84E-09;7.77E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.46E+05;1.00E+00;5.88E-09;4.00E+01;7.82E-11;;;346;5.88E-09;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.47E+05;1.00E+00;5.87E-09;4.00E+01;7.81E-11;;;346.5;5.87E-09;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.47E+05;1.00E+00;5.90E-09;4.00E+01;7.76E-11;;;347;5.90E-09;7.76E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.48E+05;1.00E+00;5.95E-09;4.00E+01;7.79E-11;;;347.5;5.95E-09;7.79E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.48E+05;1.00E+00;6.00E-09;4.00E+01;7.79E-11;;;348;6.00E-09;7.79E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.49E+05;1.00E+00;5.89E-09;4.00E+01;7.79E-11;;;348.5;5.89E-09;7.79E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.49E+05;1.00E+00;5.83E-09;4.00E+01;7.78E-11;;;349;5.83E-09;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.50E+05;1.00E+00;5.67E-09;4.00E+01;7.80E-11;;;349.5;5.67E-09;7.8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.64E+05;1.00E+00;5.39E-09;4.00E+01;7.81E-11;;;363.5;5.39E-09;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.64E+05;1.00E+00;5.46E-09;4.00E+01;7.81E-11;;;364;5.46E-09;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.65E+05;1.00E+00;5.35E-09;4.00E+01;7.85E-11;;;364.5;5.35E-09;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.65E+05;1.00E+00;5.33E-09;4.00E+01;7.88E-11;;;365;5.33E-09;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.66E+05;1.00E+00;5.31E-09;4.00E+01;7.93E-11;;;365.5;5.31E-09;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.66E+05;1.00E+00;5.37E-09;4.00E+01;7.94E-11;;;366;5.37E-09;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.67E+05;1.00E+00;5.30E-09;4.00E+01;7.97E-11;;;366.5;5.30E-09;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.67E+05;1.00E+00;5.28E-09;4.00E+01;8.01E-11;;;367;5.28E-09;8.01E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.68E+05;1.00E+00;5.35E-09;4.00E+01;8.08E-11;;;367.5;5.35E-09;8.08E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.68E+05;1.00E+00;5.30E-09;4.00E+01;8.13E-11;;;368;5.30E-09;8.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.69E+05;1.00E+00;5.24E-09;4.00E+01;8.13E-11;;;368.5;5.24E-09;8.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.69E+05;1.00E+00;5.26E-09;4.00E+01;8.15E-11;;;369;5.26E-09;8.15E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.70E+05;1.00E+00;5.22E-09;4.00E+01;8.22E-11;;;369.5;5.22E-09;8.22E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.84E+05;1.00E+00;4.89E-09;4.00E+01;7.92E-11;;;383.5;4.89E-09;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.84E+05;1.00E+00;4.87E-09;4.00E+01;7.89E-11;;;384;4.87E-09;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.85E+05;1.00E+00;4.82E-09;4.00E+01;7.91E-11;;;384.5;4.82E-09;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.85E+05;1.00E+00;4.83E-09;4.00E+01;7.86E-11;;;385;4.83E-09;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.86E+05;1.00E+00;4.89E-09;4.00E+01;7.83E-11;;;385.5;4.89E-09;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.86E+05;1.00E+00;4.85E-09;4.00E+01;7.83E-11;;;386;4.85E-09;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.87E+05;1.00E+00;4.84E-09;4.00E+01;7.91E-11;;;386.5;4.84E-09;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.87E+05;1.00E+00;4.84E-09;4.00E+01;7.93E-11;;;387;4.84E-09;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.88E+05;1.00E+00;4.87E-09;4.00E+01;7.89E-11;;;387.5;4.87E-09;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.88E+05;1.00E+00;4.76E-09;4.00E+01;7.94E-11;;;388;4.76E-09;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.89E+05;1.00E+00;4.85E-09;4.00E+01;7.90E-11;;;388.5;4.85E-09;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.89E+05;1.00E+00;4.82E-09;4.00E+01;7.87E-11;;;389;4.82E-09;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.90E+05;1.00E+00;4.81E-09;4.00E+01;7.90E-11;;;389.5;4.81E-09;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.90E+05;1.00E+00;4.75E-09;4.00E+01;7.81E-11;;;390;4.75E-09;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.91E+05;1.00E+00;4.70E-09;4.00E+01;7.94E-11;;;390.5;4.70E-09;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.91E+05;1.00E+00;4.65E-09;4.00E+01;7.99E-11;;;391;4.65E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.92E+05;1.00E+00;4.65E-09;4.00E+01;7.99E-11;;;391.5;4.65E-09;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.92E+05;1.00E+00;4.62E-09;4.00E+01;8.03E-11;;;392;4.62E-09;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.93E+05;1.00E+00;4.66E-09;4.00E+01;8.26E-11;;;392.5;4.66E-09;8.26E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.93E+05;1.00E+00;4.72E-09;4.00E+01;8.81E-11;;;393;4.72E-09;8.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.94E+05;1.00E+00;4.67E-09;4.00E+01;9.45E-11;;;393.5;4.67E-09;9.45E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.94E+05;1.00E+00;4.69E-09;4.00E+01;1.02E-10;;;394;4.69E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.95E+05;1.00E+00;4.70E-09;4.00E+01;1.05E-10;;;394.5;4.70E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.95E+05;1.00E+00;4.73E-09;4.00E+01;1.06E-10;;;395;4.73E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.96E+05;1.00E+00;4.66E-09;4.00E+01;1.07E-10;;;395.5;4.66E-09;1.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.96E+05;1.00E+00;4.69E-09;4.00E+01;1.06E-10;;;396;4.69E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.97E+05;1.00E+00;4.71E-09;4.00E+01;1.06E-10;;;396.5;4.71E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.97E+05;1.00E+00;4.74E-09;4.00E+01;1.06E-10;;;397;4.74E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.98E+05;1.00E+00;4.60E-09;4.00E+01;1.06E-10;;;397.5;4.60E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.98E+05;1.00E+00;4.65E-09;4.00E+01;1.06E-10;;;398;4.65E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.99E+05;1.00E+00;4.64E-09;4.00E+01;1.06E-10;;;398.5;4.64E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.99E+05;1.00E+00;4.62E-09;4.00E+01;1.05E-10;;;399;4.62E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.00E+05;1.00E+00;4.58E-09;4.00E+01;1.06E-10;;;399.5;4.58E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.00E+05;1.00E+00;4.68E-09;4.00E+01;1.06E-10;;;400;4.68E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.01E+05;1.00E+00;4.62E-09;4.00E+01;1.06E-10;;;400.5;4.62E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.01E+05;1.00E+00;4.60E-09;4.00E+01;1.07E-10;;;401;4.60E-09;1.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.02E+05;1.00E+00;4.57E-09;4.00E+01;1.06E-10;;;401.5;4.57E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
