#scan;iMeasureCycle=1;iMux=0;time=0.142;N=482;LocalTime=27/10/2023 11:37:02;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
4;-5.48E-10;63.833125;1;6.30E-13;63.833125;;;7.93725E-07
3.5;-5.76E-10;64.009132;1;3.97E-12;64.009132;;;1.99249E-06
2.9999;-5.92E-10;64.196264;1;3.58E-12;64.196264;;;1.89209E-06
2.4999;-6.14E-10;64.372436;1;3.06E-12;64.372436;;;1.74929E-06
1.9999;-6.20E-10;64.577787;1;2.65E-12;64.577787;;;1.62788E-06
1.5;-6.46E-10;64.75382;0.999999;2.71E-12;64.75382;;;1.64621E-06
1;-6.71E-10;64.929906;0.999999;1.61E-12;64.929906;;;1.26886E-06
0.5;-6.90E-10;65.111721;1;9.90E-13;65.111721;;;9.94987E-07
0;-7.15E-10;65.287832;1;6.00E-13;65.287832;;;7.74597E-07
-0.5;-7.42E-10;65.463998;0.999999;1.94E-12;65.463998;;;1.39284E-06
-1.0001;-7.64E-10;65.640176;0.999999;2.04E-12;65.640176;;;1.42829E-06
-1.5001;-7.89E-10;65.816359;0.999999;2.44E-12;65.816359;;;1.56205E-06
-2.0001;-8.10E-10;65.992349;1;1.73E-12;65.992349;;;1.31529E-06
-2.5;-8.30E-10;66.170774;1;2.19E-12;66.170774;;;1.47986E-06
-3.0001;-8.56E-10;66.346864;0.999999;2.86E-12;66.346864;;;1.69115E-06
-3.5001;-8.65E-10;66.548202;1;2.23E-12;66.548202;;;1.49332E-06
-4.0001;-8.98E-10;66.724477;0.999999;3.38E-12;66.724477;;;1.83848E-06
-4.5;-9.20E-10;66.900667;0.999999;9.30E-13;66.900667;;;9.64365E-07
-5;-9.31E-10;67.109945;0.999999;3.50E-12;67.109945;;;1.87083E-06
-5.5;-9.57E-10;67.286196;0.999999;1.93E-12;67.286196;;;1.38924E-06
-6.0001;-9.84E-10;67.462248;1;2.49E-12;67.462248;;;1.57797E-06
-6.5001;-1.01E-09;67.63842;0.999999;2.16E-12;67.63842;;;1.46969E-06
-7;-1.03E-09;67.814736;1;5.70E-13;67.814736;;;7.54983E-07
-7.5;-1.06E-09;67.990837;1;1.26E-12;67.990837;;;1.1225E-06
-8;-1.08E-09;68.167104;1;3.22E-12;68.167104;;;1.79444E-06
-8.5001;-1.10E-09;68.343252;1;1.96E-12;68.343252;;;0.0000014
-9;-1.13E-09;68.51935;1.000001;1.09E-12;68.51935;;;1.04403E-06
-9.5;-1.14E-09;68.708948;1;1.00E-13;68.708948;;;3.16228E-07
-10;-1.17E-09;68.885036;0.999999;1.76E-12;68.885036;;;1.32665E-06
-10.5;-1.17E-09;69.094891;0.999999;2.20E-13;69.094891;;;4.69042E-07
-11;-1.20E-09;69.270948;1;2.58E-12;69.270948;;;1.60624E-06
-11.5001;-1.23E-09;69.447006;1;2.76E-12;69.447006;;;1.66132E-06
-12;-1.25E-09;69.624723;1;6.30E-13;69.624723;;;7.93725E-07
-12.5;-1.28E-09;69.800801;0.999999;1.37E-12;69.800801;;;1.17047E-06
-13.0001;-1.31E-09;69.976931;1;3.75E-12;69.976931;;;1.93649E-06
-13.5;-1.33E-09;70.153179;0.999999;2.95E-12;70.153179;;;1.71756E-06
-14;-1.35E-09;70.329324;0.999999;2.59E-12;70.329324;;;1.60935E-06
-14.4999;-1.37E-09;70.505465;1;3.40E-13;70.505465;;;5.83095E-07
-15;-1.39E-09;70.683686;0.999999;2.73E-12;70.683686;;;1.65227E-06
-15.5;-1.42E-09;70.860051;0.999999;4.67E-12;70.860051;;;2.16102E-06
-16;-1.42E-09;71.061049;0.999999;2.80E-12;71.061049;;;1.67332E-06
-16.5001;-1.45E-09;71.237294;0.999999;2.97E-12;71.237294;;;1.72337E-06
-17;-1.47E-09;71.413388;1;2.37E-12;71.413388;;;1.53948E-06
-17.5;-1.47E-09;71.627938;1;-6.60E-13;71.627938;;;0
-18;-1.51E-09;71.804012;0.999999;3.56E-12;71.804012;;;1.8868E-06
-18.5;-1.53E-09;71.980105;0.999999;2.95E-12;71.980105;;;1.71756E-06
-19;-1.56E-09;72.156363;1;3.49E-12;72.156363;;;1.86815E-06
-19.5001;-1.58E-09;72.332515;0.999999;4.20E-12;72.332515;;;2.04939E-06
-20.0001;-1.60E-09;72.508658;0.999999;5.90E-13;72.508658;;;7.68115E-07
-20.5;-1.63E-09;72.68527;0.999999;2.36E-12;72.68527;;;1.53623E-06
-21;-1.65E-09;72.861441;0.999999;1.82E-12;72.861441;;;1.34907E-06
-21.5001;-1.67E-09;73.037579;0.999999;3.12E-12;73.037579;;;1.76635E-06
-22;-1.70E-09;73.224054;1;5.98E-12;73.224054;;;2.4454E-06
-22.5;-1.72E-09;73.400496;1;4.07E-12;73.400496;;;2.01742E-06
-23.0001;-1.72E-09;73.608951;0.999999;2.83E-12;73.608951;;;1.68226E-06
-23.5;-1.75E-09;73.785201;1;4.52E-12;73.785201;;;2.12603E-06
-24.0001;-1.78E-09;73.961507;1;4.39E-12;73.961507;;;2.09523E-06
-24.5;-1.80E-09;74.137703;1;4.25E-12;74.137703;;;2.06155E-06
-25.0001;-1.82E-09;74.314082;0.999999;2.29E-12;74.314082;;;1.51327E-06
-25.5001;-1.85E-09;74.490329;1;2.81E-12;74.490329;;;1.67631E-06
-26;-1.87E-09;74.666583;0.999999;3.55E-12;74.666583;;;1.88414E-06
-26.5001;-1.89E-09;74.843029;1;3.91E-12;74.843029;;;1.97737E-06
-27;-1.92E-09;75.019276;1;5.08E-12;75.019276;;;2.25389E-06
-27.5001;-1.93E-09;75.195701;0.999999;1.61E-12;75.195701;;;1.26886E-06
-28.0001;-1.96E-09;75.371978;0.999999;4.08E-12;75.371978;;;2.0199E-06
-28.5;-1.98E-09;75.548253;1;1.46E-12;75.548253;;;1.2083E-06
-29.0001;-2.00E-09;75.731299;1;3.20E-12;75.731299;;;1.78885E-06
-29.5;-2.02E-09;75.907865;1;1.78E-12;75.907865;;;1.33417E-06
-30.0001;-2.03E-09;76.112956;1;4.28E-12;76.112956;;;2.06882E-06
-30.5;-2.06E-09;76.289258;0.999999;5.06E-12;76.289258;;;2.24944E-06
-31;-2.07E-09;76.465474;1;1.85E-12;76.465474;;;1.36015E-06
-31.5001;-2.09E-09;76.658778;0.999999;3.13E-12;76.658778;;;1.76918E-06
-32.0001;-2.12E-09;76.83528;0.999999;3.80E-12;76.83528;;;1.94936E-06
-32.5001;-2.13E-09;77.011536;0.999999;2.47E-12;77.011536;;;1.57162E-06
-33.0001;-2.16E-09;77.189633;1;4.71E-12;77.189633;;;2.17025E-06
-33.5001;-2.18E-09;77.365984;1;3.42E-12;77.365984;;;1.84932E-06
-34.0001;-2.20E-09;77.542327;1;7.80E-13;77.542327;;;8.83176E-07
-34.5001;-2.22E-09;77.737132;0.999999;3.64E-12;77.737132;;;1.90788E-06
-35.0001;-2.24E-09;77.913776;1;2.94E-12;77.913776;;;1.71464E-06
-35.5001;-2.24E-09;78.118746;0.999999;1.10E-13;78.118746;;;3.31662E-07
-36.0001;-2.28E-09;78.295145;1;5.09E-12;78.295145;;;2.2561E-06
-36.5001;-2.30E-09;78.471519;1;1.55E-12;78.471519;;;1.24499E-06
-37;-2.33E-09;78.649049;1.000001;5.27E-12;78.649049;;;2.29565E-06
-37.5001;-2.35E-09;78.825474;1;3.67E-12;78.825474;;;1.91572E-06
-38;-2.37E-09;79.002023;0.999999;1.31E-12;79.002023;;;1.14455E-06
-38.5;-2.40E-09;79.17848;1;3.76E-12;79.17848;;;1.93907E-06
-39.0001;-2.42E-09;79.354883;1;4.66E-12;79.354883;;;2.1587E-06
-39.5;-2.44E-09;79.531333;1;3.65E-12;79.531333;;;1.9105E-06
-40;-2.46E-09;79.70788;0.999999;2.02E-12;79.70788;;;1.42127E-06
-40.5;-2.49E-09;79.884422;1;5.54E-12;79.884422;;;2.35372E-06
-41.0001;-2.50E-09;80.060898;1;2.01E-12;80.060898;;;1.41774E-06
-41.5;-2.53E-09;80.244416;0.999999;5.45E-12;80.244416;;;2.33452E-06
-42.0001;-2.55E-09;80.421106;1;6.22E-12;80.421106;;;2.49399E-06
-42.5001;-2.56E-09;80.626044;1;3.76E-12;80.626044;;;1.93907E-06
-43;-2.58E-09;80.802492;1;1.48E-12;80.802492;;;1.21655E-06
-43.5;-2.60E-09;80.978959;1;4.27E-12;80.978959;;;2.0664E-06
-44.0001;-2.62E-09;81.156053;0.999999;3.96E-12;81.156053;;;1.98997E-06
-44.5;-2.64E-09;81.332711;1;2.98E-12;81.332711;;;1.72627E-06
-45;-2.67E-09;81.509301;1;5.82E-12;81.509301;;;2.41247E-06
-45.5;-2.69E-09;81.685819;1;4.83E-12;81.685819;;;2.19773E-06
-46;-2.71E-09;81.862385;1.000001;3.74E-12;81.862385;;;1.93391E-06
-46.5001;-2.74E-09;82.038755;0.999999;6.58E-12;82.038755;;;2.56515E-06
-47.0001;-2.75E-09;82.215434;0.999999;2.51E-12;82.215434;;;1.5843E-06
-47.5001;-2.78E-09;82.392094;1;3.11E-12;82.392094;;;1.76352E-06
-48;-2.80E-09;82.568726;1;6.09E-12;82.568726;;;2.46779E-06
-48.5;-2.82E-09;82.751617;1;6.26E-12;82.751617;;;2.502E-06
-49.0001;-2.83E-09;82.928379;0.999999;2.57E-12;82.928379;;;1.60312E-06
-49.5;-2.84E-09;83.137468;0.999999;5.15E-12;83.137468;;;2.26936E-06
-50;-2.88E-09;83.314032;1;5.34E-12;83.314032;;;2.31084E-06
-50.5001;-2.90E-09;83.490525;0.999999;3.03E-12;83.490525;;;1.74069E-06
-51;-2.93E-09;83.667307;1;7.62E-12;83.667307;;;2.76043E-06
-51.5001;-2.94E-09;83.843925;0.999999;3.81E-12;83.843925;;;1.95192E-06
-52.0001;-2.96E-09;84.020532;0.999999;3.85E-12;84.020532;;;1.96214E-06
-52.5;-2.99E-09;84.198984;0.999999;5.62E-12;84.198984;;;2.37065E-06
-53;-3.00E-09;84.375478;1;4.35E-12;84.375478;;;2.08567E-06
-53.5001;-3.02E-09;84.552057;0.999999;4.58E-12;84.552057;;;2.14009E-06
-54.0001;-3.05E-09;84.730393;0.999999;6.06E-12;84.730393;;;2.46171E-06
-54.5;-3.07E-09;84.907174;0.999999;5.05E-12;84.907174;;;2.24722E-06
-55;-3.08E-09;85.102273;1;5.24E-12;85.102273;;;2.2891E-06
-55.5;-3.10E-09;85.279099;0.999999;3.64E-12;85.279099;;;1.90788E-06
-56.0001;-3.12E-09;85.455725;1;4.50E-12;85.455725;;;2.12132E-06
-56.5001;-3.13E-09;85.670418;1;7.94E-12;85.670418;;;2.8178E-06
-57;-3.15E-09;85.847084;0.999999;1.39E-12;85.847084;;;1.17898E-06
-57.5001;-3.18E-09;86.023648;0.999999;5.84E-12;86.023648;;;2.41661E-06
-58.0001;-3.20E-09;86.200286;0.999999;4.33E-12;86.200286;;;2.08087E-06
-58.5;-3.23E-09;86.37697;0.999999;6.33E-12;86.37697;;;2.51595E-06
-59;-3.24E-09;86.553678;0.999999;4.72E-12;86.553678;;;2.17256E-06
-59.5001;-3.27E-09;86.732629;1;5.73E-12;86.732629;;;2.39374E-06
-60;-3.30E-09;86.909441;1;8.00E-12;86.909441;;;2.82843E-06
